Intersection,Agglomération,Catégorie de route,Aménagement - Infrastructure,Voie,V1,Régime de circulation,Nombre total de voies de circulation,PR,PR1,Voie spéciale,Profil en long,Tracé en plan,Latitude,Longitude,Numac,Code Insee,Geofla Match,Coordonnées
Hors intersection,1,Route Nationale,0,356,0,3,2,0,600,0,1,Partie rectiligne,,,247797,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,0,3,6,3,300,0,1,Partie rectiligne,,,247827,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,247829,59368,O,50.6548883138
Hors intersection,7,Route Nationale,0,0,0,2,2,,,0,1,Partie rectiligne,,,247864,59009,O,50.6324372393
Hors intersection,6,Voie Communale,Pont - autopont,0,,2,2,,,0,4,En courbe à droite,,,247920,59368,O,50.6548883138
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,247925,59350,O,50.6317183168
Intersection en X,5,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,247930,59343,O,50.5892285666
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,247956,59009,O,50.6324372393
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,247959,59599,O,50.7254418902
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224629,59636,O,50.6957054596
Hors intersection,5,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,En courbe à gauche,,,224755,59527,O,50.6597692969
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224871,59009,O,50.6324372393
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224932,59286,O,50.6044150332
Intersection en X,5,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,224963,59560,O,50.5462914067
Hors intersection,1,Autoroute,0,25,0,3,6,10,0,0,1,Partie rectiligne,,,225004,59195,O,50.6262888459
Intersection en X,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,225041,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,225064,59386,O,50.67409511
Hors intersection,7,Voie Communale,0,0,0,3,4,,,0,1,Partie rectiligne,,,225083,59009,O,50.6324372393
Intersection en X,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,225090,59360,O,50.608350368
Intersection en X,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,225228,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225240,59368,O,50.6548883138
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225247,59009,O,50.6324372393
Hors intersection,5,Parc de stationnement ouvert à la circulation publique,0,0,,0,0,,,0,0,0,,,225266,59508,O,50.747350697
Intersection en T,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225302,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,,3,4,21,500,0,0,Partie rectiligne,,,225312,59431,O,50.6992987531
Hors intersection,1,Route Départementale,0,652,,3,4,5,800,0,1,0,,,225327,59328,O,50.6522053005
Hors intersection,6,Voie Communale,0,0,,2,4,,,Bande cyclable,1,Partie rectiligne,,,225373,59378,O,50.6753348557
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225390,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,225415,59648,O,50.5864928159
Intersection en T,5,Voie Communale,Carrefour aménagé,0,,2,4,,,0,1,Partie rectiligne,,,225451,59646,O,50.6750984751
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225503,59650,O,50.7056367285
Intersection en T,4,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225600,59598,O,50.6609540641
Hors intersection,7,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319676,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,0,0,,,0,1,1,,,319692,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,0,1,3,,,0,1,Partie rectiligne,,,319765,59350,O,50.6317183168
Intersection en X,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,319778,59512,O,50.6879774811
Hors intersection,1,Autoroute,0,1,0,3,2,207,563,0,1,Partie rectiligne,,,319874,59507,O,50.6044738955
Hors intersection,1,Route Départementale,0,146,0,2,0,0,0,Bande cyclable,1,Partie rectiligne,5059600,315300,319891,59523,O,50.5877332144
Intersection en X,6,Voie Communale,0,0,0,0,0,,,0,1,1,,,319922,59650,O,50.7056367285
Hors intersection,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,319926,59339,O,50.6813150077
Intersection en X,7,Route Départementale,0,0,0,3,0,,,0,1,Partie rectiligne,,,322548,59599,O,50.7254418902
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322631,59598,O,50.6609540641
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322656,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322679,59163,O,50.6740689994
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322707,59360,O,50.608350368
Hors intersection,6,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,322711,59017,O,50.6913797537
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322781,59650,O,50.7056367285
Hors intersection,1,autre,0,0,,2,2,,,0,1,En courbe à droite,,,322789,59367,O,50.6721775091
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322821,59646,O,50.6750984751
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,0,,,322874,59512,O,50.6879774811
Hors intersection,1,Parc de stationnement ouvert à la circulation publique,0,0,,2,2,,,0,1,Partie rectiligne,,,322940,59367,O,50.6721775091
Giratoire,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,322947,59512,O,50.6879774811
Intersection en X,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,324161,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,324166,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324167,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324168,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,0,,,324236,59512,O,50.6879774811
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324260,59650,O,50.7056367285
Intersection en X,7,Voie Communale,0,0,,0,2,,,0,1,1,,,324280,59512,O,50.6879774811
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324381,59599,O,50.7254418902
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324383,59279,O,50.7747480298
Hors intersection,1,Voie Communale,Voie ferrée,0,,3,2,,,0,1,Partie rectiligne,,,323020,59650,O,50.7056367285
Intersection en T,1,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,323184,59650,O,50.7056367285
Hors intersection,1,Voie Communale,0,0,,3,3,,,0,1,Partie rectiligne,,,323206,59512,O,50.6879774811
Giratoire,5,Route Départementale,0,0,,2,2,,,0,1,0,,,323339,59090,O,50.7096656233
Intersection en T,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,323505,59512,O,50.6879774811
Intersection en T,5,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,323665,59431,O,50.6992987531
Hors intersection,5,Route Départementale,0,0,,2,2,,,Bande cyclable,1,Partie rectiligne,,,323673,59143,O,50.6659536434
Intersection en X,6,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,323775,59017,O,50.6913797537
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,0,,,323777,59636,O,50.6957054596
Intersection en X,6,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,En courbe à gauche,,,323995,59017,O,50.6913797537
Intersection en X,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,321069,59512,O,50.6879774811
Hors intersection,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321080,59339,O,50.6813150077
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321219,59646,O,50.6750984751
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321223,59512,O,50.6879774811
Hors intersection,1,Route Nationale,0,227,0,3,2,1,120,0,1,Partie rectiligne,,,321242,59009,O,50.6324372393
Intersection en X,6,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,321279,59360,O,50.608350368
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321293,59650,O,50.7056367285
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321296,59512,O,50.6879774811
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321301,59367,O,50.6721775091
Hors intersection,5,Route Nationale,0,0,0,0,2,,,0,1,0,,,321332,59143,O,50.6659536434
Hors intersection,6,Route Départementale,0,0,0,3,2,,,0,1,Partie rectiligne,,,321348,59378,O,50.6753348557
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321375,59512,O,50.6879774811
Intersection en T,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321385,59650,O,50.7056367285
Intersection en X,8,Voie Communale,Carrefour aménagé,0,0,3,2,,,0,1,Partie rectiligne,,,321436,59350,O,50.6317183168
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321441,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321443,59650,O,50.7056367285
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321463,59512,O,50.6879774811
Intersection en Y,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321539,59299,O,50.6548049456
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321565,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,321638,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,321643,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321737,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321781,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321828,59650,O,50.7056367285
Hors intersection,8,Voie Communale,0,0,0,0,0,,,0,1,1,,,321901,59350,O,50.6317183168
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321923,59650,O,50.7056367285
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321924,59646,O,50.6750984751
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321974,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322051,59350,O,50.6317183168
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322059,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322074,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322122,59507,O,50.6044738955
Hors intersection,1,Route Départementale,0,652,0,3,4,11,500,0,0,0,,,322177,59090,O,50.7096656233
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322264,59646,O,50.6750984751
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322380,59646,O,50.6750984751
Intersection en X,5,Route Nationale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322395,59090,O,50.7096656233
Hors intersection,7,Voie Communale,0,0,0,1,1,,,0,2,Partie rectiligne,,,319796,59599,O,50.7254418902
Hors intersection,1,Autoroute,0,1,0,3,6,200,200,0,0,0,,,85747,59560,O,50.5462914067
Hors intersection,5,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87322,59299,O,50.6548049456
Hors intersection,1,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321113,59143,O,50.6659536434
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320075,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,0,0,,,0,1,1,,,320079,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,320086,59512,O,50.6879774811
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320164,59646,O,50.6750984751
Place,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,320214,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320266,59512,O,50.6879774811
Hors intersection,6,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320301,59017,O,50.6913797537
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320331,59527,O,50.6597692969
Hors intersection,3,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320332,59609,O,50.5731550754
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320342,59512,O,50.6879774811
Intersection en X,7,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320350,59512,O,50.6879774811
Intersection en T,5,Route Départementale,Carrefour aménagé,0,0,2,1,,,0,1,Partie rectiligne,,,320367,59152,O,50.7497420422
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,320412,59317,O,50.6841292085
Hors intersection,6,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320414,59017,O,50.6913797537
Hors intersection,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,320440,59512,O,50.6879774811
Hors intersection,1,Autoroute,0,1,0,1,3,208,137,0,1,Partie rectiligne,,,320500,59507,O,50.6044738955
Hors intersection,1,Autoroute,0,1,0,3,3,199,0,0,1,Partie rectiligne,,,320510,59560,O,50.5462914067
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320681,59646,O,50.6750984751
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320682,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,320690,59599,O,50.7254418902
Hors intersection,6,Voie Communale,0,0,0,2,2,,,Piste cyclable,1,Partie rectiligne,,,320795,59360,O,50.608350368
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,83349,59009,O,50.6324372393
Hors intersection,1,Route Départementale,0,0,0,0,2,,,0,1,1,,,403629,59317,O,50.6841292085
Hors intersection,1,Hors réseau public,Pont - autopont,0,,0,1,,,0,1,1,,,403642,59316,O,50.5699205029
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,422433,59646,O,50.6750984751
Intersection en X,1,Route Départementale,0,0,,2,2,,,0,1,Partie rectiligne,,,422467,59317,O,50.6841292085
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,438329,59512,O,50.6879774811
Autre intersection,1,Voie Communale,0,,,2,2,,,0,1,En courbe à gauche,5068012,322441,438432,59339,O,50.6813150077
Intersection en T,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,438070,59360,O,50.608350368
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,En courbe à droite,,,438102,59317,O,50.6841292085
Hors intersection,1,Route Nationale,0,227,0,3,2,0,870,0,1,Partie rectiligne,,,438124,59346,O,50.6111691928
Hors intersection,1,Voie Communale,0,0,0,2,2,0,0,0,1,En courbe à droite,5067600,300700,438150,59611,O,50.6820809996
Hors intersection,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,438193,59636,O,50.6957054596
Giratoire,8,Voie Communale,0,0,0,0,0,,,0,0,0,,,438260,59350,O,50.6317183168
Autre intersection,5,Parc de stationnement ouvert à la circulation publique,0,0,0,0,0,,,0,1,1,,,414563,59646,O,50.6750984751
Hors intersection,6,Voie Communale,0,0,0,0,0,,,0,1,1,,,414568,59650,O,50.7056367285
Intersection en T,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414591,59163,O,50.6740689994
Intersection en T,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414638,59017,O,50.6913797537
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414673,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,414776,59512,O,50.6879774811
Intersection en X,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,414792,59512,O,50.6879774811
Intersection en Y,5,autre,0,0,,2,1,,,0,1,Partie rectiligne,,,414822,59152,O,50.7497420422
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,414828,59512,O,50.6879774811
Hors intersection,6,Voie Communale,Souterrain - tunnel,0,,3,4,,,0,1,Partie rectiligne,,,414926,59378,O,50.6753348557
Hors intersection,5,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,86721,59507,O,50.6044738955
Hors intersection,5,Route Départementale,0,0,,2,4,,,0,1,Partie rectiligne,,,86772,59421,O,50.7041016348
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86790,59512,O,50.6879774811
Intersection en Y,8,Route Départementale,Bretelle d’échangeur ou de raccordement,0,,1,3,,,0,1,Partie rectiligne,,,86816,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,Voie réservée,1,Partie rectiligne,,,86818,59350,O,50.6317183168
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86832,59527,O,50.6597692969
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86877,59017,O,50.6913797537
Intersection en T,8,Route Départementale,0,0,,1,2,,,0,1,Partie rectiligne,,,86904,59350,O,50.6317183168
Intersection en X,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,86937,59512,O,50.6879774811
Hors intersection,6,Voie Communale,Souterrain - tunnel,0,,2,2,,,0,1,Partie rectiligne,,,86971,59368,O,50.6548883138
Hors intersection,6,Route Départementale,Souterrain - tunnel,0,,1,1,,,0,1,Partie rectiligne,,,87062,59378,O,50.6753348557
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,87085,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,87101,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87105,59009,O,50.6324372393
Intersection en X,7,Route Départementale,Bretelle d’échangeur ou de raccordement,0,,3,8,,,0,1,Partie rectiligne,,,87278,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87354,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87373,59360,O,50.608350368
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87374,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87385,59560,O,50.5462914067
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87389,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,87475,59527,O,50.6597692969
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87477,59512,O,50.6879774811
Intersection en T,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87501,59350,O,50.6317183168
Hors intersection,5,Route Départementale,0,0,,2,,,,0,1,0,,,87538,59508,O,50.747350697
Hors intersection,1,Autoroute,0,25,,3,3,4,500,0,1,Partie rectiligne,,,87585,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,87642,59410,O,50.6432478699
Hors intersection,7,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87673,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87689,59646,O,50.6750984751
Hors intersection,6,Voie Communale,0,0,,1,1,,,Voie réservée,1,Partie rectiligne,,,87746,59378,O,50.6753348557
Intersection en Y,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87761,59512,O,50.6879774811
Intersection en X,5,Voie Communale,0,,,0,2,,,0,0,0,,,87766,59646,O,50.6750984751
Hors intersection,6,Route Départementale,0,0,,2,0,,,0,1,Partie rectiligne,,,87770,59017,O,50.6913797537
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87771,59143,O,50.6659536434
Intersection en X,8,Voie Communale,0,0,,1,2,,,Piste cyclable,1,Partie rectiligne,,,87795,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87820,59512,O,50.6879774811
Hors intersection,1,Route Départementale,Bretelle d’échangeur ou de raccordement,656,,3,2,5,500,0,1,Partie rectiligne,,,87832,59646,O,50.6750984751
Intersection en T,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,En courbe à gauche,,,87836,59512,O,50.6879774811
Intersection en X,5,Voie Communale,Carrefour aménagé,0,,2,1,,,Piste cyclable,1,Partie rectiligne,,,87869,59431,O,50.6992987531
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,0,,,87973,59009,O,50.6324372393
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87976,59328,O,50.6522053005
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87996,59378,O,50.6753348557
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,88078,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,88091,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,88152,59328,O,50.6522053005
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,88181,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,3,3,,,Voie réservée,1,Partie rectiligne,,,88187,59507,O,50.6044738955
Hors intersection,8,Voie Communale,0,0,,3,4,,,Voie réservée,1,Partie rectiligne,,,88195,59350,O,50.6317183168
