Intersection,Agglomération,Catégorie de route,Aménagement - Infrastructure,Voie,V1,Régime de circulation,Nombre total de voies de circulation,PR,PR1,Voie spéciale,Profil en long,Tracé en plan,Latitude,Longitude,Numac,Code Insee,Geofla Match,Coordonnées
Hors intersection,1,Route Départementale,0,0,0,2,2,,,0,2,Partie rectiligne,,,84577,59279,O,50.7747480298
Hors intersection,1,Route Nationale,0,356,0,3,4,3,0,0,1,En courbe à gauche,,,84593,59410,O,50.6432478699
Hors intersection,8,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,86705,59350,O,50.6317183168
Intersection en T,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86774,59009,O,50.6324372393
Hors intersection,7,Route Départementale,Zone piétonne,0,,4,1,,,0,1,Partie rectiligne,,,86775,59009,O,50.6324372393
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86777,59328,O,50.6522053005
Hors intersection,7,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86791,59009,O,50.6324372393
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86795,59328,O,50.6522053005
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86875,59017,O,50.6913797537
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86924,59512,O,50.6879774811
Intersection en X,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86956,59328,O,50.6522053005
Hors intersection,1,Autoroute,0,22,,3,4,11,320,0,0,Partie rectiligne,,,86968,59378,O,50.6753348557
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86974,59646,O,50.6750984751
Hors intersection,5,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,87036,59648,O,50.5864928159
Hors intersection,1,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,87092,59512,O,50.6879774811
Intersection en T,1,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87126,59512,O,50.6879774811
Intersection en T,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87144,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87154,59512,O,50.6879774811
Hors intersection,6,Voie Communale,Pont - autopont,0,,3,2,,,0,1,En courbe à droite,,,87183,59378,O,50.6753348557
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87209,59350,O,50.6317183168
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87250,59009,O,50.6324372393
Hors intersection,1,Hors réseau public,0,0,,1,1,,,0,4,En courbe à gauche,,,87265,59196,O,50.640484704
Intersection en T,8,Voie Communale,Bretelle d’échangeur ou de raccordement,0,,1,3,,,0,1,En courbe à droite,,,87276,59350,O,50.6317183168
Intersection en X,7,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87277,59009,O,50.6324372393
Intersection en T,5,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87285,59646,O,50.6750984751
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87376,59646,O,50.6750984751
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87409,59410,O,50.6432478699
Hors intersection,6,Voie Communale,Carrefour aménagé,0,,1,1,,,0,1,Partie rectiligne,,,87415,59650,O,50.7056367285
Intersection en T,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87474,59421,O,50.7041016348
Intersection en X,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87497,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,87502,59360,O,50.608350368
Hors intersection,6,Voie Communale,0,,,2,2,,,0,1,Partie rectiligne,,,87545,59378,O,50.6753348557
Intersection en Y,8,Voie Communale,0,0,,2,2,,,Piste cyclable,1,En courbe à gauche,,,87649,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,88226,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,88285,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,321508,59350,O,50.6317183168
Hors intersection,7,Route Départementale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321509,59009,O,50.6324372393
Hors intersection,1,Hors réseau public,0,0,0,0,1,,,0,1,0,,,321516,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321532,59512,O,50.6879774811
Hors intersection,1,Autoroute,0,25,0,3,6,4,0,0,1,Partie rectiligne,,,321572,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,0,3,2,,,0,1,Partie rectiligne,,,321630,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321641,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321651,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321783,59512,O,50.6879774811
Intersection en X,1,Route Départementale,0,0,0,1,1,,,0,1,Partie rectiligne,,,321877,59143,O,50.6659536434
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323008,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323018,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,En courbe à gauche,,,323108,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,0,2,,,0,1,0,,,323125,59599,O,50.7254418902
Hors intersection,7,Voie Communale,0,0,,1,2,,,0,1,En courbe à gauche,,,323143,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323211,59512,O,50.6879774811
Hors intersection,8,Voie Communale,0,0,,1,4,,,Piste cyclable,1,Partie rectiligne,,,323491,59350,O,50.6317183168
Hors intersection,1,Route Nationale,0,652,,3,4,11,800,0,1,Partie rectiligne,,,323538,59378,O,50.6753348557
Hors intersection,7,Route Départementale,0,0,,3,4,,,0,1,Partie rectiligne,,,323618,59599,O,50.7254418902
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323625,59220,O,50.593618421
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,0,0,,,323626,59299,O,50.6548049456
Hors intersection,5,Route Départementale,0,0,,2,0,,,0,1,Partie rectiligne,,,323671,59431,O,50.6992987531
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,323725,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,323727,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,,3,3,208,0,0,1,Partie rectiligne,,,323731,59507,O,50.6044738955
Giratoire,5,Voie Communale,0,0,,1,1,,,0,1,En courbe à gauche,,,323765,59646,O,50.6750984751
Hors intersection,1,Route Départementale,0,7,,2,2,6,250,0,1,Partie rectiligne,5062263,295175,323972,59278,O,50.6120409794
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322692,59599,O,50.7254418902
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322617,59636,O,50.6957054596
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322641,59512,O,50.6879774811
Hors intersection,5,Route Départementale,0,933,,2,2,,,Bande cyclable,1,Partie rectiligne,,,322655,59431,O,50.6992987531
Intersection en X,7,Voie Communale,0,0,,1,4,,,0,1,Partie rectiligne,,,322737,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322738,59512,O,50.6879774811
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322826,59512,O,50.6879774811
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,322829,59650,O,50.7056367285
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321989,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322082,59512,O,50.6879774811
Intersection en T,5,Voie Communale,0,0,0,2,2,,,0,2,0,,,322090,59421,O,50.7041016348
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322140,59512,O,50.6879774811
Intersection en T,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322141,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322194,59650,O,50.7056367285
Hors intersection,5,Route Départementale,0,39,0,2,2,0,0,0,1,En courbe à droite,5051000,290000,322230,59011,O,50.5265153703
Hors intersection,5,Voie Communale,0,0,0,2,3,,,0,1,Partie rectiligne,,,322339,59220,O,50.593618421
Hors intersection,7,Voie Communale,0,0,0,2,0,1,0,0,1,Partie rectiligne,,,322398,59599,O,50.7254418902
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,322435,59350,O,50.6317183168
Giratoire,1,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,322455,59650,O,50.7056367285
Intersection en Y,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,224627,59350,O,50.6317183168
Intersection en T,4,Voie Communale,Pont - autopont,0,0,2,2,,,0,1,Partie rectiligne,,,224752,59566,O,50.6248188486
Hors intersection,1,Autoroute,0,25,0,3,2,9,500,0,1,Partie rectiligne,,,224774,59195,O,50.6262888459
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224801,59350,O,50.6317183168
Hors intersection,1,Route Nationale,0,351,0,3,2,0,500,0,1,Partie rectiligne,,,224881,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,3,195,100,0,1,Partie rectiligne,,,224919,59123,O,50.5106436194
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224925,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,0,3,4,16,100,0,1,Partie rectiligne,,,225032,59143,O,50.6659536434
Hors intersection,1,Route Départementale,0,652,0,3,4,0,500,0,1,Partie rectiligne,,,225053,59195,O,50.6262888459
Intersection en Y,5,Voie Communale,0,0,0,2,1,,,0,1,Partie rectiligne,,,225109,59508,O,50.747350697
Hors intersection,1,Route Départementale,Souterrain - tunnel,351,0,3,4,0,500,0,2,Partie rectiligne,,,225112,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,225130,59368,O,50.6548883138
Hors intersection,7,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,225185,59009,O,50.6324372393
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,225186,59350,O,50.6317183168
Hors intersection,1,Autoroute,Bretelle d’échangeur ou de raccordement,27,0,1,2,0,200,0,0,0,,,225200,59346,O,50.6111691928
Hors intersection,8,Voie Communale,0,0,,1,2,,,Bande cyclable,1,Partie rectiligne,,,225208,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,23,,3,4,2,350,0,0,0,,,225214,59523,O,50.5877332144
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225229,59009,O,50.6324372393
Hors intersection,5,Route Départementale,0,62,,2,2,0,0,0,1,En courbe à droite,5057700,294300,225410,59653,O,50.5726224029
Hors intersection,7,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,225458,59009,O,50.6324372393
Intersection en T,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225598,59650,O,50.7056367285
Intersection en T,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,247799,59350,O,50.6317183168
Hors intersection,1,Route Nationale,0,227,0,3,4,0,400,0,1,Partie rectiligne,,,247819,59346,O,50.6111691928
Hors intersection,7,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,247848,59009,O,50.6324372393
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,247906,59650,O,50.7056367285
Intersection en T,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,247915,59650,O,50.7056367285
Intersection en X,8,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,247931,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324122,59350,O,50.6317183168
Intersection en X,3,Voie Communale,0,0,,2,2,,,0,1,0,,,324129,59128,O,50.6474745374
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324134,59350,O,50.6317183168
Intersection en X,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324146,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,,1,2,,,Voie réservée,1,En courbe à gauche,,,324163,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324172,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,324200,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,,2,2,,,Piste cyclable,2,Partie rectiligne,,,324245,59512,O,50.6879774811
Intersection en X,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,324267,59650,O,50.7056367285
Hors intersection,7,autre,Souterrain - tunnel,0,,1,1,,,0,1,Partie rectiligne,,,324291,59512,O,50.6879774811
Hors intersection,6,Route Départementale,0,617,,2,2,,,0,1,Partie rectiligne,,,322605,59368,O,50.6548883138
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,321469,59646,O,50.6750984751
Hors intersection,6,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,320470,59650,O,50.7056367285
Intersection en X,5,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,84987,59507,O,50.6044738955
Hors intersection,7,Voie Communale,0,0,0,2,2,,,0,1,0,,,85001,59009,O,50.6324372393
Intersection en T,7,Voie Communale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,85011,59599,O,50.7254418902
Hors intersection,8,Voie Communale,0,0,0,1,4,,,0,1,Partie rectiligne,,,85094,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85154,59350,O,50.6317183168
Hors intersection,6,Route Départementale,Souterrain - tunnel,0,0,3,2,,,Voie réservée,1,Partie rectiligne,,,85225,59368,O,50.6548883138
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,85247,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,656,0,1,4,10,900,0,1,Partie rectiligne,,,85266,59599,O,50.7254418902
Intersection en X,6,Voie Communale,0,0,0,1,1,,,Piste cyclable,1,Partie rectiligne,,,85339,59360,O,50.608350368
Hors intersection,1,Route Nationale,0,351,0,3,4,0,500,0,1,Partie rectiligne,,,85375,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,0,,,0,1,Partie rectiligne,,,85436,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,10,210,200,0,1,Partie rectiligne,,,85472,59507,O,50.6044738955
Hors intersection,1,Autoroute,Bretelle d’échangeur ou de raccordement,25,0,3,4,15,0,0,0,0,,,85479,59143,O,50.6659536434
Hors intersection,1,Autoroute,0,25,0,3,4,15,600,0,1,Partie rectiligne,,,85494,59143,O,50.6659536434
Hors intersection,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,85521,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,1,2,,,0,1,Partie rectiligne,,,85548,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,0,2,3,,,Piste cyclable,1,Partie rectiligne,,,85564,59328,O,50.6522053005
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85565,59350,O,50.6317183168
Intersection en X,8,Route Départementale,Pont - autopont,0,0,2,3,,,Piste cyclable,1,Partie rectiligne,,,85567,59350,O,50.6317183168
Intersection en X,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,85581,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,8,209,550,0,1,Partie rectiligne,,,85634,59507,O,50.6044738955
Hors intersection,1,Autoroute,0,1,0,3,6,202,650,0,1,Partie rectiligne,,,85645,59560,O,50.5462914067
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,2,Partie rectiligne,,,86114,59343,O,50.5892285666
Intersection en X,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86189,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86269,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,,0,,6,400,0,0,0,,,86288,59360,O,50.608350368
Hors intersection,1,Route Départementale,0,656,,3,,0,980,0,0,0,,,86296,59350,O,50.6317183168
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,0,,,86467,59009,O,50.6324372393
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86572,59350,O,50.6317183168
Intersection en X,4,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86576,59193,O,50.5908761975
Hors intersection,6,Route Départementale,0,45,,2,4,,,0,1,Partie rectiligne,,,86577,59378,O,50.6753348557
Hors intersection,1,Autoroute,0,25,,3,4,20,900,0,0,Partie rectiligne,,,86588,59431,O,50.6992987531
Intersection en X,1,Voie Communale,0,0,,3,2,,,0,1,Partie rectiligne,,,86991,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87011,59386,O,50.67409511
Hors intersection,1,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,87019,59512,O,50.6879774811
Hors intersection,6,Route Départementale,Souterrain - tunnel,0,,1,4,,,Piste cyclable,1,Partie rectiligne,,,87043,59368,O,50.6548883138
Hors intersection,8,Route Nationale,Bretelle d’échangeur ou de raccordement,356,,1,3,0,200,0,1,Partie rectiligne,,,87048,59350,O,50.6317183168
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87057,59512,O,50.6879774811
Hors intersection,1,Autoroute,0,227,,3,4,6,100,0,1,Partie rectiligne,,,87060,59009,O,50.6324372393
Intersection en T,1,Voie Communale,Zone piétonne,0,,2,2,,,Voie réservée,1,Partie rectiligne,,,87088,59512,O,50.6879774811
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87095,59512,O,50.6879774811
Hors intersection,1,Route Départementale,0,0,,1,2,,,0,3,En courbe à droite,,,87114,59350,O,50.6317183168
Intersection en X,6,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87242,59650,O,50.7056367285
Intersection en T,7,Route Départementale,0,0,,2,2,,,0,1,Partie rectiligne,,,87264,59009,O,50.6324372393
Giratoire,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87308,59009,O,50.6324372393
Intersection en T,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87325,59512,O,50.6879774811
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87327,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,,2,9,,,0,1,Partie rectiligne,,,87342,59378,O,50.6753348557
Hors intersection,7,Route Départementale,Carrefour aménagé,,,3,0,,,0,1,Partie rectiligne,,,87347,59599,O,50.7254418902
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87371,59512,O,50.6879774811
Intersection en T,5,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87402,59527,O,50.6597692969
Hors intersection,6,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,87503,59328,O,50.6522053005
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87529,59368,O,50.6548883138
Hors intersection,5,Voie Communale,0,0,,0,2,,,0,1,1,,,87537,59386,O,50.67409511
Hors intersection,8,Voie Communale,0,0,,1,2,,,0,1,Partie rectiligne,,,87565,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,87634,59368,O,50.6548883138
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87657,59350,O,50.6317183168
Intersection en X,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86706,59368,O,50.6548883138
Hors intersection,8,Voie Communale,0,0,,3,4,,,Piste cyclable,1,Partie rectiligne,,,86783,59350,O,50.6317183168
Hors intersection,4,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86822,59346,O,50.6111691928
Hors intersection,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86838,59368,O,50.6548883138
Intersection en X,8,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,86869,59350,O,50.6317183168
Hors intersection,1,Voie Communale,0,0,,2,1,,,0,1,Partie rectiligne,,,86876,59143,O,50.6659536434
Hors intersection,1,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86922,59650,O,50.7056367285
Hors intersection,6,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,86946,59378,O,50.6753348557
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,86983,59350,O,50.6317183168
Hors intersection,8,Voie Communale,0,0,0,2,4,,,0,1,Partie rectiligne,,,224657,59350,O,50.6317183168
Hors intersection,1,Autoroute,Bretelle d’échangeur ou de raccordement,25,0,3,8,4,500,0,1,Partie rectiligne,,,224661,59350,O,50.6317183168
Intersection en X,5,Route Départementale,Carrefour aménagé,0,0,2,2,,,0,1,Partie rectiligne,,,224768,59279,O,50.7747480298
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224840,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,1,0,3,3,205,500,0,1,Partie rectiligne,,,224867,59609,O,50.5731550754
Hors intersection,6,Voie Communale,0,0,0,2,5,,,Piste cyclable,1,Partie rectiligne,,,224943,59378,O,50.6753348557
Intersection en T,7,Voie Communale,0,0,0,2,2,,,0,1,Partie rectiligne,,,224965,59599,O,50.7254418902
Hors intersection,5,Voie Communale,0,0,0,1,1,,,0,1,Partie rectiligne,,,224976,59648,O,50.5864928159
Hors intersection,1,Autoroute,0,1,0,3,6,201,200,0,1,Partie rectiligne,,,225003,59560,O,50.5462914067
Hors intersection,1,Route Départementale,0,656,0,3,4,8,0,0,1,Partie rectiligne,,,225052,59646,O,50.6750984751
Hors intersection,5,Voie Communale,0,0,,2,0,,,0,1,Partie rectiligne,,,225206,59636,O,50.6957054596
Hors intersection,1,Autoroute,0,1,,3,,198,500,0,0,0,,,225274,59560,O,50.5462914067
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225300,59009,O,50.6324372393
Hors intersection,8,Voie Communale,0,0,,1,1,,,0,1,En courbe à droite,,,225365,59350,O,50.6317183168
Hors intersection,5,Voie Communale,0,0,,2,4,,,0,1,Partie rectiligne,,,225397,59648,O,50.5864928159
Hors intersection,5,Voie Communale,0,0,,2,3,,,0,1,Partie rectiligne,,,225413,59343,O,50.5892285666
Intersection en T,6,Voie Communale,0,0,,2,2,,,Piste cyclable,1,Partie rectiligne,,,225420,59378,O,50.6753348557
Intersection en X,1,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,225439,59512,O,50.6879774811
Hors intersection,7,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,225607,59599,O,50.7254418902
Hors intersection,8,Voie Communale,0,0,0,2,2,,,0,1,En courbe à gauche,,,247844,59350,O,50.6317183168
Hors intersection,1,Route Départementale,0,656,,3,4,9,0,0,0,0,,,247870,59646,O,50.6750984751
Hors intersection,8,Voie Communale,0,0,,2,0,,,0,1,Partie rectiligne,,,247946,59350,O,50.6317183168
Hors intersection,1,Autoroute,Souterrain - tunnel,1,0,3,3,207,0,0,1,Partie rectiligne,,,252647,59343,O,50.5892285666
Hors intersection,1,Autoroute,0,25,0,3,4,10,200,0,1,Partie rectiligne,,,254172,59196,O,50.640484704
Intersection en X,5,Voie Communale,0,0,,2,2,,,0,1,0,,,322651,59508,O,50.747350697
Hors intersection,1,Voie Communale,Zone piétonne,0,,2,2,,,0,0,0,,,87072,59512,O,50.6879774811
Intersection en T,1,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87161,59512,O,50.6879774811
Intersection en X,7,Voie Communale,0,0,,3,4,,,0,1,Partie rectiligne,,,87240,59009,O,50.6324372393
Hors intersection,1,Voie Communale,0,0,,3,2,,,Piste cyclable,1,Partie rectiligne,,,87331,59646,O,50.6750984751
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87353,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,,3,4,18,0,0,1,Partie rectiligne,,,87393,59143,O,50.6659536434
Intersection en T,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87420,59350,O,50.6317183168
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87440,59360,O,50.608350368
Hors intersection,8,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87487,59350,O,50.6317183168
Hors intersection,1,Autoroute,0,25,,3,0,1,300,0,1,Partie rectiligne,,,87508,59350,O,50.6317183168
Intersection en X,6,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87515,59650,O,50.7056367285
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87534,59328,O,50.6522053005
Hors intersection,8,Route Départementale,0,0,,1,3,,,0,4,0,,,87542,59350,O,50.6317183168
Intersection en T,6,Route Départementale,0,0,,1,2,,,0,1,Partie rectiligne,,,87546,59378,O,50.6753348557
Intersection en X,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87549,59512,O,50.6879774811
Intersection en T,7,Route Départementale,0,775,,3,4,,,0,1,Partie rectiligne,,,87577,59599,O,50.7254418902
Autre intersection,5,Voie Communale,0,0,,2,2,,,0,1,En « S »,,,87580,59431,O,50.6992987531
Hors intersection,4,Voie Communale,0,0,,3,3,,,0,1,Partie rectiligne,,,87590,59346,O,50.6111691928
Hors intersection,6,Voie Communale,0,0,,2,2,,,0,1,Partie rectiligne,,,87648,59378,O,50.6753348557
Hors intersection,6,Voie Communale,0,0,,1,1,,,0,1,Partie rectiligne,,,87662,59378,O,50.6753348557
Intersection en T,7,Voie Communale,Carrefour aménagé,0,,2,2,,,0,1,Partie rectiligne,,,87672,59512,O,50.6879774811
Hors intersection,5,Voie Communale,0,0,,2,2,,,0,1,En courbe à droite,,,87825,59299,O,50.6548049456
Hors intersection,1,Voie Communale,0,0,,0,2,,,0,0,0,,,87834,59650,O,50.7056367285
Intersection en T,1,Voie Communale,0,0,,2,0,,,0,1,0,,,87879,59143,O,50.6659536434
