Type de Collision,Condition atmosphérique,Lumière,Situation de l’accident,Nombre de personnes tuées dans l'accident,Nombre de blessés hospitalisés (blessés graves) dans l'accident,Nombre de blessés légers dans l'accident,Nombre de personnes indemnes dans l'accident,Type numero,Numero,Distance metre,Libelle voie,Indice de gravité de l'accident,Nombre impliques,Organisme
4,Normale,Nuit avec éclairage public allumé,1,0,1,0,2,1,1,0,GAMBETTA LEON RUE,10.8,3,5
6,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
3,Pluie forte,Plein jour,1,0,0,1,1,1,159,0,GARIBALDI RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,3,0,0,4,0,9,0,0,NORD (ROUTE DE LA PLAINE DU),1.72,4,5
1,Neige - grêle,Nuit avec éclairage public allumé,1,0,0,4,0,1,303,0,GRANDE RUE,1.72,4,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,GUESDE (RUE JULES),10.8,2,5
3,Normale,Plein jour,1,0,0,5,0,9,0,0,WAMBRECHIES RUE DE,2.15,5,5
6,Normale,Plein jour,1,0,0,5,1,0,,0,ROUTE DEPARTEMENTALE 652,2.15,6,3
5,Brouillard - fumée,Nuit sans éclairage public,1,0,0,2,2,,,,,0.86,4,3
6,Pluie légère,Plein jour,1,0,0,2,0,,,,,0.86,2,3
6,Normale,Plein jour,1,0,0,2,1,1,106,0,FRANCE ANATOLE RUE,0.86,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,,,,,0.86,2,3
3,Pluie légère,Crépuscule ou aube,1,0,0,2,1,,,,,0.86,3,5
3,Normale,Crépuscule ou aube,1,0,0,2,1,1,1,0,DUBUISSON EMILE BOULEVARD,0.86,3,5
3,Normale,Plein jour,1,0,0,2,0,9,0,0,SECLIN RUE DE,0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,0,,0,ROUTE NATIONALE 227,0.86,2,3
5,Normale,Plein jour,1,0,0,2,1,0,,0,AUTOROUTE A22,0.86,3,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,1,0,0,BRANDT WILLY AVENUE,0.86,2,5
3,Normale,Plein jour,1,0,0,2,1,1,,0,LEBAS JEAN BAPTISTE RUE,0.86,3,5
6,Normale,Plein jour,1,0,0,2,0,1,5,0,DESMET EMILE RUE,0.86,2,5
6,Normale,Plein jour,1,0,0,2,2,0,,0,AUTOROUTE A22,0.86,4,3
3,Vent fort - tempete,Nuit avec éclairage public allumé,1,0,0,2,2,9,0,0,DE LATTRE DE TASSIGNY AV MAL,0.86,4,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,2,,0,LINSELLES (ROUTE DE),0.86,2,5
3,Normale,Plein jour,1,0,0,2,3,9,,0,ZOLA EMILE AVENUE,0.86,5,5
3,Normale,Plein jour,1,0,0,2,1,9,0,0,TOURCOING (RUE DE),0.86,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,2,1,0,JAURES (RUE JEAN),0.86,2,5
3,Temps couvert,Plein jour,1,0,0,2,0,2,1,0,CHAMPS (RUE DES),0.86,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,1,105,0,MARLIERE (RUE DE LA),0.86,2,5
3,Normale,Plein jour,1,0,0,2,1,1,1,0,DAME RUE DU GENERAL,0.86,3,5
4,Normale,Plein jour,1,0,0,2,2,1,116,0,FUSILLES RUE DES DU N°116 A FIN,0.86,4,5
3,Normale,Plein jour,1,0,0,2,1,9,0,0,REPUBLIQUE AV DE LA ( N?501-825),0.86,3,5
3,Pluie forte,Nuit avec éclairage public allumé,1,0,0,2,4,9,,0,MONNET JEAN RUE,0.86,6,5
6,Normale,Crépuscule ou aube,1,0,0,2,0,1,264,0,HIPPODROME AV DE L N?246 AU 410,0.86,2,5
3,Pluie légère,Plein jour,1,0,0,2,0,2,1,0,LIBERTE (BOULEVARD DE LA),0.86,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,3,0,1,134,0,HIPPODROME AV DE L N°134 AU 240,1.29,3,5
6,Normale,Crépuscule ou aube,1,0,0,3,1,0,,0,AUTOROUTE A25,1.29,4,3
6,Normale,Plein jour,1,0,0,3,1,1,0,0,SCHUMAN ROBERT BOULEVARD,1.29,4,5
4,Normale,Plein jour,1,0,0,3,2,1,340,0,MARNE AVENUE DE LA,1.29,5,5
6,Pluie légère,Crépuscule ou aube,1,0,0,3,0,1,0,0,NAPOLEON 1ER BOULEVARD,1.29,3,5
3,Normale,Plein jour,1,0,2,3,0,1,7,0,LABROUSSE RUE DES EPOUX,22.89,5,5
6,Normale,Plein jour,1,0,3,0,0,1,0,0,GIDE ANDRE RUE,32.4,3,5
6,Normale,Plein jour,1,0,3,0,2,2,1,0,VAN GOGH (AVENUE VINCENT),32.4,5,5
1,Brouillard - fumée,Nuit avec éclairage public allumé,5,0,3,0,1,,,,,32.4,4,1
7,Normale,Nuit avec éclairage public allumé,1,0,6,0,1,2,1,0,HEM (RUE D'),64.8,7,5
7,Temps éblouissant,Plein jour,1,1,0,0,0,1,124,0,COLBERT RUE,100.0,1,5
3,Normale,Nuit avec éclairage public allumé,1,1,0,0,1,9,0,0,VANACKER RUE,100.0,2,5
6,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,REGNAULT (RUE HENRI),10.8,2,5
7,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,2,1,0,SAINT LIEVIN (CONTOUR),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,1,97,0,ROUBAIX (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,86,0,MONTEBELLO BD PAIRS DE 78 A 196,10.8,2,5
1,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,CD 700,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
3,Normale,Plein jour,1,0,1,0,1,2,1,0,LECLERC (BOULEVARD DU GENERAL),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,COMMUNAUTE URBAINE (RUE DE LA),10.8,2,5
6,Temps couvert,Nuit avec éclairage public allumé,1,0,0,2,0,9,0,0,FLANDRES PONT,0.86,2,5
3,Normale,Plein jour,1,0,0,2,1,9,0,0,MARNE (BOULEVARD DE LA),0.86,3,5
7,Normale,Plein jour,0,0,0,2,0,0,,0,AUTOROUTE A25,0.86,2,3
6,Normale,Plein jour,5,0,0,2,1,9,0,0,MENIN RUE DE,0.86,3,5
3,Normale,Crépuscule ou aube,1,0,0,2,1,1,1,0,MIRABEAU RUE,0.86,3,5
6,Normale,Crépuscule ou aube,2,0,0,2,0,2,,0,ROUBAIX AVNUE DE,0.86,2,5
1,Normale,Plein jour,1,0,0,2,1,9,,0,WATTRELOT EDOUARD RUE,0.86,3,5
7,Normale,Plein jour,1,0,0,2,0,0,,0,ROUTE NATIONALE 656,0.86,2,3
3,Normale,Plein jour,1,0,0,2,0,1,1,0,DECOULX PIERRE RUE,0.86,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,149,0,LECLERC RUE DU GAL N°IMPAIR,0.86,3,5
6,Pluie légère,Plein jour,1,0,0,2,0,1,0,0,8 MAI 1945 RUE DU A PARTIR DU N° 60,0.86,2,5
3,Pluie forte,Plein jour,1,0,0,2,0,9,,0,PHALECQUE RUE DE LA,0.86,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,1,0,0,SCHUMAN ROBERT BOULEVARD,0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,1,144,0,POT RUE LONG,0.86,2,5
3,Normale,Plein jour,1,0,0,2,1,2,1,0,FAVREUIL (RUE),0.86,3,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,R.D. 549,0.43,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,COGGHE (RUE REMY),10.8,2,5
7,Normale,Plein jour,1,0,1,0,0,0,,0,ROUTE NATIONALE 351,10.8,1,3
6,Temps couvert,Plein jour,1,0,1,0,1,1,,0,HAUTE LOGE RUE DE LA,10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,9,,0,ZONE COMMERCIALE,10.8,3,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,MARSEILLE (RUE DE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,60,0,CAMBRAI RUE DE N°PAIRS,10.8,2,5
3,Autre,Plein jour,1,0,1,0,1,9,0,0,MOLINEL RUE DU,10.8,2,5
3,Pluie légère,Nuit avec éclairage public non allumé,1,0,1,0,1,2,1,0,CONFERENCE (RUE DE LA),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,1,0,BRIQUETERIE RUE DE LA,10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,LECLERC (RUE DU GENERAL),10.8,1,5
6,Normale,Crépuscule ou aube,4,0,1,0,0,1,0,0,SALENGRO ROGER RUE,10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,ALGER  (RUE D'),10.8,2,5
6,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,ARTS  (RUE DES),10.8,2,5
7,Normale,Plein jour,1,0,1,0,1,2,1,0,GRAND COTTIGNIES (AVENUE DU),10.8,2,5
3,Normale,Plein jour,1,0,1,0,2,,,,,10.8,3,1
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,6,0,0,,0,AUTOROUTE A22,2.58,6,3
2,Normale,Plein jour,1,0,1,0,1,2,1,0,SORBIERS (RUE DES),10.8,2,5
7,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,DE VINCI (ALLEE LEONARD),10.8,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,ESPACE GRAND RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,MONTESQUIEU (BOULEVARD),10.8,2,5
6,Temps couvert,Plein jour,1,0,1,0,1,9,,0,GAND (RUE DE),10.8,2,5
4,Normale,Plein jour,1,0,1,0,2,2,1,0,MOTTE (AVENUE ALFRED),10.8,3,5
3,Pluie légère,Plein jour,1,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,JUIN (RUE DU MARECHAL),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,0,,0,ROUTE DEPARTEMENTALE 652,10.8,2,3
3,Normale,Nuit sans éclairage public,1,0,1,0,1,0,,0,AUTOROUTE A1,10.8,2,3
3,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,PERRIN (RUE PROFESSEUR),10.8,2,5
3,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,CATTEAU (RUE PIERRE),10.8,2,5
3,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DE GAULLE (BOULEVARD DU GENERAL),10.8,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DARBO (RUE),10.8,2,5
6,Temps couvert,Plein jour,5,0,1,0,0,1,152,0,DE MUN  (RUE ALBERT ),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,9,,0,LAMBERSART RUE DE,10.8,2,5
6,Normale,Nuit avec éclairage public allumé,0,0,1,0,0,2,1,0,GRAND COTTIGNIES (AVENUE DU),10.8,1,5
2,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,0,9,0,0,LILLE (RUE DE),10.8,1,5
6,Normale,Crépuscule ou aube,1,0,1,0,1,1,,0,FERRY JULES RUE,10.8,2,5
7,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,9,315,0,BLUM  (AVENUE LEON),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,9,,0,CHANZY RUE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,1,0,DEPORTES (RUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,,0,L.P FIVES,10.8,2,5
2,Normale,Plein jour,1,0,1,0,0,1,85,0,HUGO  (RUE VICTOR),10.8,1,5
6,Normale,Crépuscule ou aube,1,0,1,0,1,1,245,0,PIERRE DE ROUBAIX (RUE),10.8,2,5
6,Normale,Plein jour,0,0,1,0,1,1,6546,0,DEPORTES (RUE DES),10.8,2,5
6,Normale,Crépuscule ou aube,1,0,1,0,1,,,,,10.8,2,1
6,Normale,Nuit avec éclairage public allumé,3,0,1,0,0,,,,,10.8,1,1
3,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
1,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
6,Temps couvert,Plein jour,1,0,1,0,1,1,35,0,ROUBAIX (RUE DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,COMMUNAUTE URBAINE (RUE DE LA),10.8,2,5
2,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,METZ (BOULEVARD DE),10.8,2,5
7,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,0,,0,ROUTE NATIONALE 656,10.8,1,3
2,Normale,Plein jour,1,0,1,0,1,2,1,0,GAMBETTA ( BOULEVARD),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,12,0,BUISSON FERDINAND RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,1,54841,0,STRASBOURG (RUE DE ),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,PIERRE DE ROUBAIX (RUE),10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,1,150,0,HUGO VICTOR  BVD N°2 A 102,10.8,2,5
3,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,LECLERC (BOULEVARD DU GENERAL),10.8,2,5
3,Pluie forte,Plein jour,1,0,1,0,2,2,1,0,FLANDRE (RUE DE),10.8,3,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,LYAUTEY (AVENUE DU MARECHAL),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,,0,DOUAI RUE,10.8,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,VERCOUTERE (RUE JEAN BAPTISTE),10.8,1,5
1,Brouillard - fumée,Plein jour,1,0,1,0,1,9,0,0,SIX (ABBE)29A41,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,GRAND COTTIGNIES (AVENUE DU),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,BERNARD (RUE CLAUDE),10.8,2,5
6,Normale,Plein jour,4,0,1,0,1,9,0,0,ESPLANADE FACADE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,JAURES (RUE JEAN),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,0,,0,ROUTE NATIONALE 351,10.8,2,3
6,Normale,Plein jour,1,0,1,0,0,2,1,0,ANVERS (QUAI D'),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,GARE (RUE DE LA),10.8,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,GRANDE RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,,0,ESPLANADE FACADE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,0,0,BOIS BLANCS RUE DES,10.8,2,5
3,Temps couvert,Nuit avec éclairage public allumé,1,0,1,0,2,2,1,0,DE VINCI (ALLEE LEONARD),10.8,3,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,FLANDRE (AVENUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,30,0,CHATEAUX (RUE DES),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,126,0,FOURMIES (BOULEVARD DE),10.8,2,5
2,Normale,Plein jour,1,0,1,0,2,2,1,0,JOUHAUX (BOULEVARD LEON),10.8,3,5
3,Normale,Plein jour,1,0,1,0,1,2,,0,MASUREL (AVENUE ALBERT),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,,0,OSTENDE (RUE D'),10.8,2,5
1,Pluie légère,Plein jour,1,0,1,0,1,2,,0,WATTINE (RUE CHARLES),10.8,2,5
3,Normale,Plein jour,0,0,1,0,1,2,,0,EGALITE (BOULEVARD DE L'),10.8,2,5
4,Normale,Nuit sans éclairage public,1,0,1,0,2,0,,0,AUTOROUTE A1,10.8,3,3
7,Pluie légère,Crépuscule ou aube,1,0,0,4,0,0,,0,AUTOROUTE A25,1.72,4,3
6,Normale,Plein jour,1,0,2,0,1,1,0,0,MENIN RUE DE,21.6,3,5
6,Normale,Plein jour,1,0,2,0,0,2,1,0,KLEBER (RUE),21.6,2,5
3,Normale,Plein jour,1,0,2,0,0,2,1,0,BEAUMONT (RUE DE),21.6,2,5
3,Pluie forte,Plein jour,1,0,2,0,0,2,1,0,TOURCOING (RUE DE),21.6,2,5
6,Normale,Plein jour,1,0,2,0,0,2,1,0,GIBRALTAR DROITE (RUE DE),21.6,2,5
6,Normale,Plein jour,1,0,2,0,0,9,0,0,JAURES JEAN RUE,21.6,2,5
7,Normale,Nuit avec éclairage public non allumé,1,0,2,0,1,2,1,0,TRIEZ (RUE DU),21.6,3,5
3,Pluie légère,Plein jour,1,0,2,0,1,2,1,0,MOZART (RUE),21.6,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,2,0,1,2,1,0,EUROPE (AVENUE DE L'),21.6,3,5
6,Temps éblouissant,Plein jour,1,0,2,0,2,1,42,0,BRUN PAIN (RUE DU),21.6,4,5
7,Normale,Nuit avec éclairage public allumé,1,0,2,0,1,2,1,0,STALINGRAD (RUE DE),21.6,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,2,0,4,,,,,21.6,6,1
2,Normale,Plein jour,1,0,2,0,0,2,1,0,DELORY  (AVENUE GUSTAVE),21.6,2,5
6,Normale,Plein jour,1,0,2,1,1,1,46,0,BELLE VUE RUE DE,22.03,4,5
6,Brouillard - fumée,Nuit avec éclairage public allumé,1,0,2,1,0,1,0,0,POINCARE RUE,22.03,3,5
3,Normale,Nuit avec éclairage public non allumé,1,0,2,1,0,2,,0,ROSSIGNOL (CHEMIN DU),22.03,3,5
5,Normale,Nuit avec éclairage public allumé,1,0,3,0,0,2,1,0,FLANDRE (AVENUE DE),32.4,3,5
6,Normale,Plein jour,1,0,3,0,0,2,1,0,MONT A LEUX (RUE DU),32.4,3,5
7,Normale,Plein jour,0,0,5,0,0,2,,0,LOISEL (CHEMIN DE),54.0,5,5
1,Normale,Plein jour,1,1,0,0,1,,,,,100.0,2,1
1,Normale,Plein jour,1,1,0,0,1,,,,,100.0,2,1
7,Normale,Plein jour,1,1,0,0,1,1,1,0,GAND (QUAI DE),100.0,2,5
1,Normale,Crépuscule ou aube,1,1,0,0,1,2,1,0,CD 700,100.0,2,5
6,Pluie légère,Plein jour,1,1,0,0,2,9,0,0,MILITAIRE RUE  HOPITAL,100.0,3,5
3,Normale,Crépuscule ou aube,1,1,0,0,1,1,256,0,LILLE (RUE DE),100.0,2,5
3,Normale,Plein jour,1,0,0,1,1,1,243,0,NATIONALE RUE N°RESTE IMPAIRS,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,2,1,0,JAURES (AVENUE JEAN),0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,COLI (RUE),0.43,2,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,MARNE (AVENUE DE LA),0.43,2,5
6,Pluie légère,Nuit avec éclairage public non allumé,1,0,0,1,0,9,,0,HIPPODROME AV DE L N°246 AU 410,0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,1,44,0,CANTERAINE RUE DE LA,0.43,2,5
6,Temps éblouissant,Plein jour,1,0,0,1,1,9,0,0,MONS BOULEVARD DE,0.43,2,5
2,Temps couvert,Nuit avec éclairage public allumé,1,0,0,1,0,1,251,0,BOIS RUE DU,0.43,1,5
2,Neige - grêle,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,TOURCOING (RUE DE),0.43,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,NATIONALE RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,108,0,DAME RUE DU GENERAL,0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,NATIONALE RUE N°2 A 178B-1 A 171,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1332,0,GAULLE (AVENUE DU GENERAL DE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,AVELGHEM (RUE D'),0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,93,0,WATT (CHAUSSEE),0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,JOUHAUX LEON PONT,0.43,2,5
1,Normale,Plein jour,1,0,0,1,2,1,0,0,CITE (RUE DE LA ),0.43,3,5
6,Pluie légère,Plein jour,1,0,0,1,1,9,0,0,DE VICQ JULES  RUE,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,2,1,0,EUROPE (ROND POINT DE L'),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,1,0,NATIONS UNIES (AVENUE DES),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,25,0,DE BETTIGNIES LOUISE PLACE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,9,,0,STRASBOURG BOULEVARD,0.43,3,5
6,Normale,Plein jour,1,0,0,1,0,2,1,0,SAINTE ELISABETH (RUE),0.43,1,5
1,Normale,Plein jour,1,0,0,1,0,2,1,0,DE GAULLE (AVENUE CHARLES),0.43,1,5
3,Pluie légère,Plein jour,1,0,0,1,2,9,0,0,LAGUESSE RUE PROFESSEUR,0.43,3,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,1,0,QUINT (RUE CHARLES),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,1,0,BASLY (RUE EMILE),0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,9,,0,CORMONTAIGNE PLACE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,VAUBAN RUE,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,1,1,4,0,ANTOING (RUE D'),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,2,,0,TESTELIN (RUE ACHILLE),0.43,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,244,0,CARNOT RUE,0.43,2,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,9,,0,BAILLY ALBERT RUE,0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,1,128,0,LEBAS (RUE JEAN BAPTISTE),0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,2,1,0,INKERMANN (RUE D'),0.43,3,5
2,Normale,Nuit avec éclairage public allumé,1,0,0,1,3,2,1,0,JAURES (RUE JEAN),0.43,4,5
3,Normale,Plein jour,1,0,0,1,0,2,,0,HALOT (RUE DU),0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A27,0.43,2,3
3,Normale,Plein jour,1,0,0,1,1,1,11,0,POINTE RUE DE LA,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,ESPLANADE FACADE,0.43,2,5
6,Normale,Crépuscule ou aube,1,0,0,1,0,2,1,0,GRAND COTTIGNIES (AVENUE DU),0.43,1,5
7,Normale,Plein jour,1,0,0,1,1,9,,0,CHAMPAGNE RUE DE,0.43,2,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,1,71,0,CHARCOT RUE DU DOCTEUR N°2-148,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,,0,DE DAMPIERRE GUY PLACE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,CANONNIERS RUE DES   RESTE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,0,1,33,0,JAURES JEAN RUE    N?5 AU 99,0.43,1,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,0,0,CHEVALERIE RUE DE LA,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,86,0,ABELARD RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,188,0,HUGO VICTOR  BVD N°104 A 294,0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,1,924,0,DUNKERQUE AVENUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,225,0,DE VALMY BOULEVARD,0.43,2,5
4,Pluie légère,Plein jour,1,0,0,1,4,,,,,0.43,5,3
6,Normale,Plein jour,1,0,0,1,1,9,0,0,BIGO DANEL BOULEVARD N° PAIRS,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,53,0,HUGO  (RUE VICTOR),0.43,1,5
7,Normale,Plein jour,1,0,0,1,0,9,0,0,BAILLY ALBERT RUE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,12,0,LEGRAND PIERRE RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,,,,,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,1,369,0,DUNKERQUE AVENUE,0.43,2,5
1,Normale,Plein jour,5,0,0,1,1,,,,,0.43,2,1
6,Pluie légère,Plein jour,1,0,0,1,1,0,,0,LILLE (RUE DE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,15,0,WASQUEHAL RUE DE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,2,1,686,0,JAURES JEAN AVENUE.,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,1,0,0,BRULE MAISON RUE N° IMPAIRS-84A.,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,,,,,0.43,2,3
4,Normale,Plein jour,1,0,0,1,3,,,,,0.43,4,3
7,Normale,Plein jour,1,0,0,1,0,1,21,0,DE GAULLE RUE DU GENERAL,0.43,1,5
6,Normale,Plein jour,1,0,0,1,0,1,240,0,YPRES RUE D,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,320,0,GAMBETTA LEON RUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,3,1,,0,WEZ MACQUART HAMEAU,0.43,4,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,91,0,ROLAND RUE,0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,2,1,0,DELORY  (AVENUE GUSTAVE),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,LILLE (RUE DE),0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,9,,0,WAGNER RICHARD RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,PORTE D'ARRAS  METRO,0.43,2,5
4,Normale,Plein jour,1,0,0,1,2,0,,0,ROUTE DEPARTEMENTALE 652,0.43,3,3
1,Pluie légère,Plein jour,1,0,1,3,0,1,53268,0,ROUTE DEPARTEMENTALE 945,12.09,4,5
3,Normale,Plein jour,1,0,2,0,0,1,54,0,HUGO VICTOR RUE,21.6,2,5
2,Normale,Plein jour,1,0,2,0,1,2,1,0,LANNOY (RUE DE ),21.6,3,5
6,Normale,Plein jour,4,0,2,0,0,1,40,0,NOLLET (RUE MARTHE),21.6,2,5
3,Pluie forte,Nuit avec éclairage public allumé,1,0,2,0,1,2,1,0,GAND (QUAI DE),21.6,3,5
3,Normale,Plein jour,1,0,2,0,1,2,1,0,ORCHIES (RUE D'),21.6,3,5
1,Normale,Plein jour,1,0,2,0,0,2,1,0,GRANDE RUE,21.6,2,5
