Type de Collision,Condition atmosphérique,Lumière,Situation de l’accident,Nombre de personnes tuées dans l'accident,Nombre de blessés hospitalisés (blessés graves) dans l'accident,Nombre de blessés légers dans l'accident,Nombre de personnes indemnes dans l'accident,Type numero,Numero,Distance metre,Libelle voie,Indice de gravité de l'accident,Nombre impliques,Organisme
3,Normale,Plein jour,1,0,1,0,1,2,1,0,MULHOUSE (BOULEVARD DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,RASPAIL (RUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,2,,0,FAIDHERBE (RUE ),10.8,2,5
6,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,0,1,34,0,GENERAL DE GAULLE (PLACE DU),10.8,1,5
1,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,9,,0,LAVOISIER RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,0,0,COURBET GUSTAVE  RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,1,0,FOCH RUE DU MARECHAL,10.8,2,5
6,Pluie légère,Plein jour,1,0,1,0,1,1,52,0,FAIDHERBE RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,87,0,DE BALZAC HONORE RUE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,,0,TRIEZ RUE DU,10.8,2,5
2,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,DUNKERQUE (QUAI DE),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,29,0,ARCHIMEDE (RUE D'),10.8,2,5
2,Temps couvert,Nuit sans éclairage public,1,0,1,0,1,2,1,0,UNION (RUE DE L'),10.8,2,5
6,Normale,Plein jour,1,0,1,0,2,1,280,0,ALMA (RUE DE L'),10.8,3,5
2,Normale,Plein jour,1,0,1,0,1,1,,0,GAULLE (AVENUE DU GENERAL DE),10.8,2,5
5,Normale,Plein jour,1,0,1,0,2,2,,0,PAPETERIE (RUE DE LA),10.8,3,5
2,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,140,0,GRAMME (CHAUSSEE),10.8,2,5
2,Normale,Plein jour,1,0,1,0,2,0,,0,AUTOROUTE A27,10.8,3,3
3,Pluie forte,Nuit sans éclairage public,1,0,1,0,1,0,,0,AUTOROUTE A25,10.8,2,3
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,PETIT TOURNAI (RUE DU),10.8,2,5
7,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
3,Normale,Plein jour,1,0,0,2,0,,,,,0.86,2,3
6,Normale,Crépuscule ou aube,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
1,Normale,Plein jour,1,0,1,0,1,2,1,0,DIX NEUF MARS 1962 (RUE DU),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,PEUPLE BELGE (AVENUE DU),10.8,2,5
6,Normale,Plein jour,3,0,1,0,0,,,,,10.8,1,1
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,467949,0,VIGNERON (RUE VICTOR),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,1,79,0,BOURG RUE DU,10.8,2,5
7,Normale,Plein jour,1,0,1,0,0,2,1,0,DUPUY DE LOME (RUE),10.8,1,5
2,Normale,Plein jour,1,0,1,0,1,0,,0,AUTOROUTE A25,10.8,2,3
7,Normale,Plein jour,1,0,1,0,0,2,1,0,VERDUN (RUE DE),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,GUESDE (RUE JULES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,9,0,0,QUESNOY (CHEMIN),10.8,2,5
6,Normale,Nuit sans éclairage public,1,0,1,0,0,0,,0,AUTOROUTE A23,10.8,1,3
6,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,FAIDHERBE (RUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,ARTS  (RUE DES),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,BELFORT (BOULEVARD DE),10.8,2,5
7,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,2,1,0,DE GAULLE (BOULEVARD DU GENERAL),10.8,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,1,0,GAULLE (AVENUE DU GENERAL DE),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,1,35121,0,DEPORTES (RUE DES),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,FLEURS (RUE DES),10.8,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,1,73,0,DORMOY MARX AVENUE,10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,2,2,1,0,CARNOT (PLACE),10.8,3,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,VOLTAIRE (RUE),10.8,2,5
6,Normale,Plein jour,4,0,1,0,0,1,313,0,MALCENSE (RUE DE LA),10.8,1,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,MARNE (AVENUE DE LA),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,VERCOUTERE (RUE JEAN BAPTISTE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,MARTINOIRE (RUE DE LA),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,FONTENOY (RUE DE),10.8,2,5
1,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,BEAUMARCHAIS (RUE),10.8,2,5
3,Pluie forte,Plein jour,1,0,1,0,1,2,1,0,INDUSTRIE (RUE DE L'),10.8,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,MOTTERIE (RUE DE LA),10.8,2,5
2,Normale,Plein jour,1,0,1,0,1,2,1,0,COUTURE (RUE DE LA),10.8,2,5
3,Pluie forte,Plein jour,1,0,1,0,1,9,0,0,WAMBRECHIES (AVENUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,54,0,WATT (CHAUSSEE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,1,1,0,FOREST (CHAUSSEE FERNAND),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,1,0,PAVE DE LA CHAPELLE,10.8,1,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 351,0.43,2,3
4,Normale,Plein jour,1,0,0,1,2,0,,0,ROUTE DEPARTEMENTALE 656,0.43,3,3
7,Normale,Plein jour,1,0,0,1,0,1,56,0,DE GAULLE RUE DU GENERAL,0.43,1,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 351,0.43,1,3
7,Normale,Nuit avec éclairage public allumé,1,0,0,1,2,0,,0,AUTOROUTE A25,0.43,3,3
6,Normale,Plein jour,1,0,0,1,1,1,20,0,RAMADIER PAUL RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,9,,0,AVENIR AVENUE DE L,0.43,1,5
6,Normale,Plein jour,0,0,0,1,1,1,0,0,POLONOVSKI RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,PLAT RUE,0.43,2,5
6,Pluie forte,Plein jour,1,0,0,1,1,1,2,0,BOIS RUE DU,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,0,1,314,0,CLEMENCEAU BLVD (N°168-294),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,89,0,FERRY JULES RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,MAILLOTTE JEANNE RUE,0.43,2,5
7,Pluie légère,Plein jour,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 652,0.43,1,3
7,Normale,Nuit sans éclairage public,1,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
3,Normale,Plein jour,1,0,0,1,1,9,0,0,NICE RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,2,9,0,0,CANONNIERS RUE DES   RESTE,0.43,3,5
6,Normale,Plein jour,1,0,0,1,1,1,100,0,LIBERTE BVD N°2 A 90-51 A 145,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,D.952,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,181,0,FAUBOURG D'ARRAS RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
7,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 351,0.43,1,3
3,Pluie légère,Plein jour,1,0,0,1,1,9,0,0,PONT RUE DU,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,9,,0,LIENART AVENUE CARDINAL,0.43,1,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,123,0,8 MAI 1945 RUE DU A PARTIR DU N° 60,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,2,0,BIGO DANEL BOULEVARD N°1 A 43,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,ARRAS RUE D,0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 652,0.43,1,3
6,Normale,Plein jour,3,0,0,1,0,9,0,0,rocade Nord Ouest - sortie N°5,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,1,0,COURBET RUE DE L'AMIRAL,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A22,0.43,2,3
6,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 656,0.43,1,3
3,Pluie forte,Nuit sans éclairage public,1,0,0,1,1,1,57876,0,CHAPELLE CD 222  ( RUE DE LA ),0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,0,0,TRAVERSIERE RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 656,0.43,2,3
6,Normale,Plein jour,1,0,0,1,1,1,0,0,LALAU RUE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,12,0,MADAGASCAR RUE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A1,0.43,1,3
6,Pluie légère,Plein jour,1,0,0,1,0,0,,0,ROUTE DEPARTEMENTALE 652,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,9,0,0,BAROEUL AVENUE DU,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,1,0,0,SAINT-EXUPERY RUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,PRIEURE CHEMIN DU,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,5,0,DE LATTRE DE TASSIGNY AV MAL,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,90,0,LIBERTE BVD N°2 A 90-51 A 145,0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,1,0,0,HAUBOURDIN RUE D,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,43,0,EUROPE AVENUE DE L,0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,1,144,0,BASSEE RUE DE LA,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,D.952,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,4,0,SECLIN RUE DE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A25,0.43,2,3
6,Normale,Plein jour,1,0,0,1,0,1,26,0,CASSEL RUE DE,0.43,1,5
7,Normale,Plein jour,1,0,0,1,0,9,,0,STRASBOURG BOULEVARD,0.43,1,5
5,Normale,Plein jour,1,0,0,1,3,0,,0,ROUTE DEPARTEMENTALE 652,0.43,4,3
3,Pluie légère,Plein jour,1,0,0,1,1,1,4788741,0,MOLINEL (RUE DU ),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,CHATELLENIE AVENUE DE LA,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,CARREL ARMAND RUE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,2,0,,0,AUTOROUTE A1,0.43,3,3
2,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTEMENTALE 656,0.43,2,3
6,Temps couvert,Plein jour,1,0,0,1,0,9,0,0,FONDERIE (RUE DE LA),0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,1,34,0,SCHUMAN ROBERT AVENUE,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,1002,0,REPUBLIQUE AV DE LA (N°930-1002),0.43,1,5
7,Temps couvert,Plein jour,1,0,0,1,0,9,,0,CHAUDE RIVIERE RUE DE,0.43,1,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,ARTOIS RUE D N°83 A FIN-114 A FIN,0.43,2,5
3,Brouillard - fumée,Plein jour,1,0,0,1,1,9,0,0,LINSELLES (ROUTE DE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,0,,0,ROUTE NATIONALE 356,0.43,1,3
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,1,1,1,0,LOUVIERE RUE,0.43,2,5
3,Pluie légère,Plein jour,1,0,0,1,1,9,,0,COLPIN AVENUE DU LIEUTENANT,0.43,2,5
6,Normale,Plein jour,0,0,0,1,1,9,0,0,CENTRE COMMERCIAL V2,0.43,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,1,69,0,DELESCAUX HENRI AVENUE,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,124,0,JAURES JEAN RUE    N°101 AU 263,0.43,2,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,1,0,BONTE AUGUSTE RUE,0.43,2,5
3,Normale,Plein jour,0,0,0,1,1,1,5648,0,SPORTS (RUE DES ),0.43,2,5
6,Temps couvert,Plein jour,1,0,0,1,1,2,1,0,DELORME (RUE PHILIBERT),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,0,0,NICOT RUE,0.43,2,5
7,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A22,0.43,1,3
6,Normale,Nuit avec éclairage public non allumé,1,0,0,1,1,2,1,0,FLANDRE (AVENUE DE),0.43,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,1,0,1,56,0,DE GAULLE RUE DU GENERAL,0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,GAMBETTA ( BOULEVARD),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,CONFERENCE (RUE DE LA),0.43,2,5
1,Normale,Plein jour,1,0,0,1,1,2,1,0,MOTTE (AVENUE ALFRED),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,1,0,ZOLA (RUE EMILE),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,0,0,REPUBLIQUE AV DE LA ( N°501-825),0.43,2,5
7,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,9,0,0,ERFURT PONT,0.43,1,5
3,Normale,Crépuscule ou aube,1,0,0,1,2,9,,0,GUESDE JULES RUE,0.43,3,5
6,Pluie forte,Plein jour,3,0,0,1,0,1,1,0,FLEUR D ECOSSE RUE DE LA,0.43,1,5
3,Normale,Plein jour,1,0,0,1,2,9,0,0,LAMBRET OSCAR AVENUE,0.43,3,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,RECUEIL RUE DU,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,2,1,0,MARNE (AVENUE DE LA),0.43,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,2,1,0,GRAND COTTIGNIES (AVENUE DU),0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,1,36,0,DE GAULLE RUE DU GENERAL,0.43,2,5
6,Normale,Plein jour,3,0,0,1,0,2,1,0,CONGO (RUE DU),0.43,1,5
3,Normale,Plein jour,1,0,0,1,1,1,490,0,TOURCOING (RUE DE),0.43,2,5
1,Normale,Nuit avec éclairage public allumé,1,0,0,1,1,9,0,0,SOLFERINO RUE N°1 A 159,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,9,0,0,DOUMER PAUL RUE,0.43,2,5
2,Normale,Plein jour,1,0,0,1,1,9,37,0,MENIN RUE DE,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,9,,0,DOUAI RUE,0.43,2,5
6,Pluie forte,Plein jour,1,0,0,1,1,1,0,0,DE VUEZ ARNOLD  RUE,0.43,2,5
7,Normale,Nuit avec éclairage public allumé,1,0,0,1,0,1,,0,POSTES RUE N? RESTE,0.43,1,5
3,Normale,Nuit sans éclairage public,1,0,1,0,1,9,0,0,FOCH AVENUE,10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,156,0,FUSILLES RUE DES DU N°123 AU N° 199,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,1,0,0,PARADIS AVENUE PETIT,10.8,2,5
4,Normale,Plein jour,1,0,1,0,2,2,1,0,PARC DES SPORTS (AVENUE DU),10.8,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,0,,0,AUTOROUTE A25,10.8,1,3
6,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,GAMBETTA (BOULEVARD),10.8,2,5
1,Pluie forte,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,MACKELLERIE (RUE DE LA),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,VERDUN (AVENUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,TOURCOING (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,2,1,54862,0,CHAPELLE CD 222  ( RUE DE LA ),10.8,3,5
1,Normale,Plein jour,1,0,1,0,1,2,1,0,LE NOTRE (AVENUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,BUISINE (RUE MARIE),10.8,2,5
2,Pluie légère,Plein jour,1,0,1,0,2,9,0,0,PONT ROMPU (RUE DU),10.8,3,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,3,0,BAYARD (RUE DU CHEVALIER),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,EUROTELEPORT,10.8,2,5
3,Temps couvert,Plein jour,1,0,1,0,1,2,1,0,CURIE (RUE PIERRE ET MARIE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,0,0,LIBERTE BOULEVARD N°1 A 49,10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,0,,0,ROUTE DEPARTEMENTALE 652,10.8,1,3
7,Normale,Plein jour,1,0,1,0,0,1,1,0,BERTHELOT (CHAUSSEE MARCELIN),10.8,1,5
6,Normale,Plein jour,1,0,1,0,1,9,,0,SAINT VENANT CHARLES RUE,10.8,2,5
6,Normale,Plein jour,4,0,1,0,0,2,1,0,DE GAULLE (AVENUE CHARLES),10.8,1,5
3,Normale,Plein jour,1,0,1,0,3,1,527,0,ARMENTIERES  (RUE D' ),10.8,4,5
6,Normale,Plein jour,4,0,1,0,1,1,35,0,FAUBOURG RUE VIEUX,10.8,2,5
3,Pluie légère,Crépuscule ou aube,1,0,1,0,1,1,303,0,SOLFERINO RUE N°208AFIN-161AFIN,10.8,2,5
6,Normale,Plein jour,1,0,1,0,0,0,,0,AUTOROUTE A1,10.8,1,3
3,Normale,Nuit avec éclairage public non allumé,1,0,1,0,1,2,1,0,GARE (PLACE DE LA),10.8,2,5
1,Normale,Crépuscule ou aube,1,0,1,0,1,,,,,10.8,2,1
3,Normale,Plein jour,1,0,1,0,2,2,,0,LEVANT (RUE DU),10.8,3,5
6,Pluie légère,Crépuscule ou aube,1,0,1,0,1,9,,0,QUESNOY RUE DE,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,FOURCROY (RUE),10.8,2,5
5,Normale,Nuit avec éclairage public allumé,1,0,1,0,3,1,1450,0,ARMENTIERES  (RUE D' ),10.8,4,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,GAMBETTA (BOULEVARD),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,PELLART (RUE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,NANCY (RUE DE),10.8,2,5
6,Pluie légère,Plein jour,1,0,1,0,0,2,1,0,JAURES (RUE JEAN),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,DE ROUBAIX (RUE PIERRE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,DE ROUBAIX (RUE PIERRE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,0,0,MARCEAU (RUE),10.8,2,5
2,Normale,Plein jour,4,0,1,0,1,2,1,0,FOURMIES (BOULEVARD DE),10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,2,1,0,CARTIGNY (RUE DE),10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,GUESDE (RUE JULES),10.8,2,5
1,Normale,Plein jour,1,0,1,0,1,,,,,10.8,2,1
5,Normale,Plein jour,1,0,1,0,2,9,,0,LECLERCQ AVENUE DU GENERAL.,10.8,3,5
6,Normale,Plein jour,1,0,1,0,1,0,,0,SCHWEITZER (RUE DU DOCTEUR),10.8,2,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,1,1,198,0,FAUBOURG DES POSTES RUE,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,BEAUREPAIRE (BOULEVARD),10.8,2,5
3,Normale,Plein jour,1,0,0,2,1,9,0,0,CHAUDE RIVIERE RUE DE,0.86,3,5
6,Temps couvert,Crépuscule ou aube,0,0,0,2,3,1,0,0,CALMETTE,0.86,5,5
6,Pluie légère,Plein jour,1,0,0,2,1,0,,0,AUTOROUTE A25,0.86,3,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,1,,0,FAUBOURG D'ARRAS RUE,0.86,2,5
3,Pluie légère,Plein jour,1,0,0,2,1,0,,0,ROUTE NATIONALE 351,0.86,3,3
6,Normale,Plein jour,1,0,0,2,0,0,,0,AUTOROUTE A1,0.86,2,3
6,Pluie légère,Plein jour,1,0,0,2,0,1,1,0,PERRIN JEAN RUE,0.86,2,5
6,Pluie légère,Plein jour,1,0,0,2,0,0,,0,AUTOROUTE A25,0.86,2,3
6,Normale,Nuit avec éclairage public allumé,1,0,0,2,0,0,,0,ROUTE DEPARTEMENTALE 652,0.86,2,3
1,Normale,Plein jour,1,0,0,2,0,9,0,0,CHARPENTIER (RUE GUSTAVE),0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,0,,0,ROUTE NATIONALE 351,0.86,2,3
3,Normale,Plein jour,1,0,0,2,1,1,1,0,DOUMER PAUL RUE,0.86,3,5
2,Neige - grêle,Nuit avec éclairage public allumé,1,0,0,2,1,9,0,0,SAINT GHISLAIN ROND POINT,0.86,3,5
3,Pluie légère,Nuit avec éclairage public allumé,1,0,0,2,0,1,135,0,ARRAS RUE D,0.86,2,5
6,Normale,Plein jour,1,0,0,2,0,0,,0,AUTOROUTE A27,0.86,2,3
2,Normale,Plein jour,1,0,0,2,1,9,,0,LIBERTE BVD N°2 A 90-51 A 145,0.86,3,5
7,Normale,Nuit sans éclairage public,1,0,0,2,0,0,,0,AUTOROUTE A23,0.86,2,3
6,Pluie légère,Plein jour,1,0,0,2,1,1,0,0,DE VALMY BOULEVARD,0.86,3,5
7,Normale,Plein jour,1,0,0,2,0,,,,,0.86,2,1
2,Normale,Nuit avec éclairage public allumé,1,0,0,2,1,1,1,0,BREUCQ BOULEVARD DU,0.86,3,5
3,Normale,Plein jour,1,0,0,2,0,2,1,0,MEIRLANDT (AVENUE MAURICE),0.86,2,5
3,Normale,Plein jour,1,0,0,3,0,1,46,0,VANDENBERGHE EMILE RUE,1.29,3,5
6,Pluie légère,Nuit avec éclairage public allumé,1,0,0,3,0,0,,0,ROUTE NATIONALE 227,1.29,3,3
4,Normale,Plein jour,1,0,0,3,1,9,0,0,JAURES JEAN RUE    N°5 AU 99,1.29,4,5
3,Normale,Plein jour,1,0,0,3,0,2,1,0,VIGNE (RUE DE LA),1.29,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,3,0,1,1,0,BECK (RUE DU),1.29,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,0,3,3,9,,0,CARREL ARMAND RUE,1.29,6,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,258,0,FAUBOURG DE ROUBAIX RUE,10.8,2,5
3,Normale,Crépuscule ou aube,1,0,1,0,1,1,1,0,EGLISE SAINT VAAST,10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,89,0,NATIONALE RUE N°RESTE IMPAIRS,10.8,2,5
6,Normale,Plein jour,1,0,1,0,1,9,,0,VIALA RUE,10.8,2,5
6,Normale,Plein jour,3,0,1,0,1,1,0,0,4 CANTONS  METRO,10.8,2,5
1,Pluie légère,Nuit avec éclairage public allumé,1,0,1,0,2,9,,0,BRULE MAISON             RESTE,10.8,3,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,0,1,,0,AVELIN ROUTE D,10.8,1,5
6,Normale,Crépuscule ou aube,4,0,1,0,0,2,1,0,JAURES (AVENUE JEAN),10.8,1,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,CARNOT (RUE),10.8,2,5
7,Normale,Plein jour,1,0,1,0,1,2,1,0,NATIONS UNIES (AVENUE DES),10.8,2,5
6,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,1,,0,DE GAULLE RUE DU GENERAL,10.8,2,5
3,Normale,Plein jour,1,0,1,0,1,2,1,0,WASTYN (RUE JEAN),10.8,2,5
3,Normale,Nuit avec éclairage public allumé,1,0,1,0,1,2,1,0,CARNOT (RUE),10.8,2,5
6,Normale,Nuit avec éclairage public non allumé,0,0,0,1,1,1,0,0,MARNE AVENUE DE LA,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,1,0,REPUBLIQUE PLACE DELA,0.43,2,5
1,Pluie légère,Crépuscule ou aube,0,0,0,1,1,9,0,0,BAILLE (RUE DE LA),0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,89,0,LIBERTE BVD N°2 A 90-51 A 145,0.43,2,5
6,Normale,Plein jour,1,0,0,1,1,1,,0,ESQUERMES RUE D N° PAIRS 2A52,0.43,2,5
6,Normale,Plein jour,1,0,0,1,0,1,0,0,REPUBLIQUE AVENUE DE LA,0.43,1,5
6,Pluie légère,Plein jour,1,0,0,1,1,1,104,0,MONTEBELLO BD PAIRS DE 78 A 196,0.43,2,5
3,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE DEPARTYEMENTALE 656,0.43,2,3
3,Normale,Plein jour,1,0,0,1,2,9,,0,BROSSOLETTE PIERRE RUE,0.43,3,5
2,Normale,Plein jour,1,0,0,1,1,0,,0,ROUTE NATIONALE 351,0.43,2,3
6,Normale,Plein jour,1,0,0,1,3,9,19,0,MARQUILLIES RUE,0.43,4,5
6,Normale,Plein jour,1,0,0,1,1,0,,0,AUTOROUTE A1,0.43,2,3
7,Normale,Crépuscule ou aube,3,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Normale,Plein jour,1,0,0,1,0,0,,0,AUTOROUTE A25,0.43,1,3
6,Normale,Plein jour,1,0,0,1,1,1,20,0,LEBAS JEAN BAPTISTE BOULEVARD,0.43,2,5
